QID,Brand,Model,Question,Dialogue,Report
Q1103,奔驰,奔驰A级AMG,车子皮带轮有异响！更换过皮带张紧器皮带轮发电机皮带轮还是异响！现在我个人怀疑曲轴轮有问题！会不会是曲轴轮链接曲轴处橡胶老化！现在的异响就是热车油温达到100度后怠速会唧唧响！加速后就不响了！,技师说：您好 您这种情况的话可以进行测试的哪里响喷店水在哪个部位就能听到很明显的区别的|车主说：彭水没有用|车主说：现在就是皮带 过渡轮 张紧器 发电机皮带轮全部换了！异响没有改变！|车主说：具体就是油温达到100以后！皮带那一块有唧唧的打滑声音！怠速响！起步走就不响了行驶中很正常！开空调后声音会小一点|车主说：现在我自己研究的结果就是会不会是曲轴轮连接曲轴的地方有橡胶！老化了！|车主说：这是我在网上看到是这样个情况！和我现在的情况非常像！但是我无法确定我曲轴轮连接的地方是不是橡胶连接|技师说：这个您可以拍个照片看下|技师说：有的车型确实是有链接的|技师说：但是有的车型是一体的|车主说：图片传不上去|车主说：奔驰A45 M133的发动机|技师说：我帮你查下看|车主说：那谢谢你了|技师说：[图片]|技师说：从图片来看确实带橡胶的|车主说：专家您还有什么建议！|技师说：我觉得您可以先不要进行更换最好确诊把皮带轮拆掉看下|车主说：皮带轮今天刚刚换的新的！皮带也是新的！张紧轮也是新的！发电机皮带轮也是新的|技师说：都是新的应该不会还有问题啊|技师说：空调打开声音小点的话说明发动机负荷加大就有所好转|技师说：问题应该还在轮子上的|技师说：空调泵那里有没有看过|车主说：也没问题！|技师说：这个声音的话确定从皮带那传出来的吗|技师说：声原有没有检查过|车主说：声原在曲轴轮的地方！但是我朋友说可能不是曲轴轮！但是其他地方也都查过了换了新的|技师说：正时里面看过没有|技师说：会不会有可能是机油滤网吸油的声音呢|车主说：正是链条吗？|车主说：机油滤网在皮带轮附近吗|技师说：机油泵|技师说：滤网|技师说：就在正时皮带轮下面一点|车主说：机油泵和滤网也在皮带那里吗|技师说：是的|车主说：车子是正时链条！不会有皮带那种打滑的声音吧！吸油的声音会是皮带打滑的声音吗|技师说：我建议最好听下检查下这个方面看看|车主说：我来给我朋友看看！|车主说：刚刚和朋友说了！声音是外部发出的！就在曲轴轮那里！您再想想还有什么地方有可能,别的也没东西了
Q1104,本田,雅阁,我的车（2002年的广本雅阁第6代，己有16年了，行驶里程22万公里）估计有7-8年没换过变速箱油（cvt）和汽油滤芯了，但车没有什么问题，请问需要换吗？换这两样大概需多少费用？,技师说：你好，这两样必须要更换的，换完后效果就不一样的，大约在500元左右。|车主说：21.6万公里|技师说：是的，必须要换的，正常十万公里换的。,21.6万公里必须要换的
Q1105,长城,长城C50,这个水温正常吗？或者检查那里,技师说：略高一点，您先用电脑看下数据流，看看水温多少度|车主说：90多度|车主说：这个水箱换过，|技师说：还可以啊，90几啊，风扇转不|车主说：会转，|车主说：92   95这样|技师说：那也没啥问题啊|车主说：不会升高，就这样，表上总会高点，|车主说：是啥原因|技师说：用电脑检测水温数据正常，风扇也转，高低速都有，也不高温，就没啥事，|车主说：好的，谢谢师傅|技师说：不客气,建议用电脑看下水温数据流，不高温，风扇正常转，就没事
Q1106,别克,君威,君威无钥匙进入怎么设置,技师说：你好，这个要用专业的匹配电脑作下设置。|车主说：在4s店？|车主说：前二天都能用，就今天不行了|技师说：不在4s店，去专业配汽车钥匙的店都可以的。|车主说：哦。是什么情况呢？二天前还好好的。南京配汽车钥匙的在哪里？|技师说：检查一下遥控器的电池电量|车主说：哦|车主说：电池更换过了还是不行！另外车门拉手上的开门开关也不能用了。|技师说：用电脑读下故障码，看看什么故障码，在做维修。,在用电脑读下故障码在作维修
Q1107,宝马,宝马5系GT,13年的535gt，前两天冷车启动前面发动机舱的风扇一直响一下停一下的，后来昨天开的时候报发动机温度过高，去检查的结果是公里数到了7万多需要换水泵和节温器，我想问一下这是所有宝马的通病还是个别宝马的问题？还有没有可能是其他原因导致了发动机过热和风扇一直转一下停一下？,技师说：你好，这个不是所有宝马车都这样的，个别的，温度高首先检查冷却液是否缺少了,首先检查防冻液是否缺少。
Q1108,长安欧尚,长安星光4500,长安星光4500打开钥匙听不到供油的电流声，不来油，油泵刚换过，电脑版也换了,技师说：修车要讲数据   不能轻易用更换配件的方式判断   油泵不转    测试油泵插头来电了吗   有搭铁吗   油泵插头虚接吗    油泵继电器触电有没有烧蚀   发动机电脑是否能控制油泵继电器吸合     还有  发动机电脑本身是否工作了|车主说：打开钥匙那挡有电，3秒，发动机电脑不能控制继电器吸合，火花塞有火，保险继电器都是好的|技师说：稍等一会  手头有点活|技师说：这问题不是挺简单吗   用导线直接短接油泵继电器   油泵是否能工作？油泵继电器是否有控制火线 ？在打启动的时候油泵的控制线是否提供了搭铁？  油泵继电器到电脑的线路是否导通？     最重要的  这车是否具备防盗系统？|车主说：没有防盗系统|技师说：那就按照上面的除了防盗系统排除    其他的都要检查|车主说：控制线，控制不了。请问该怎么解决|技师说：控制线没问题？  电脑至继电器这段线检查了？ 没有断路？没有虚接？|技师说：用设备做动作测试继电器是否能工作？|技师说：实践证明   那些所谓的疑难杂症  就是因为工作不细心  按照自己的经验认为不可能出线问题    但可能就是那的问题|技师说：别着急   抽根烟   捋顺一下思路  从新在来一次   不要放过任何细节,建议   重点检查油泵控制线路    电脑板－油泵继电器－油泵     有无断路   虚接
Q1109,奥迪,奥迪A4L,11款奥迪a4l 1.8T的。 用SD卡放歌 下载的歌曲都不能听。 以前没有问题 突然就这样了。 都是mp3格式的,技师说：建议把内存卡格式化  然后从新下载歌曲    再试|车主说：换了一张内存卡 也不管用|技师说：电瓶断电    30秒后在安装    （所有的记忆功能将置零  需从新调整   慎用）|技师说：如果在不行   那就是硬件问题了|车主说：好的,故障点有三点   一   内存卡数据错误   格式化从新下载再试    二     机器类似于死机     断电重启一下    三    硬件问题    维修读卡器
Q1110,奔驰,奔驰E级,奔驰e280 06款 昨晚提示驻车问题，请问这是什么提示，有些什么影响,技师说：现在还有吗|车主说：还有|车主说：就是仪表盘上滚动提示的|技师说：建议检查一下前后 刹车片的磨损情况   以及前后刹车片报警线是否被磨断|车主说：这是刹车片的提示吗|技师说：字面意思是这样|车主说：好的,检车前后刹车蹄片磨损情况    检查前后刹车蹄片报警线是否被磨断
Q1111,现代,领动,2016款的现代领动装疝气大灯需要解码吗,技师说：稍微等下我帮你查询下|技师说：这个是需要解码的|车主说：哦 我在淘宝上买疝气大灯有的说需要解码 也有的人说不需要解码 加一个底座就可以 这个是怎么回事呢|技师说：底座应该是专车专用的，解码需要带解码功能的安定器|车主说：老师这大灯线俩线那个是正极那个是负极呀|技师说：拿电笔测量下，没装过氙气灯，最好让修车师傅帮忙|车主说：好的,需要解码的
Q1112,长安,悦翔V3,安悦翔v3发动机正时链条图解！.发动机不好着车，加油门打着火后.抖动易熄火，解码器显示故障码是【凸轮轴与曲轴安装相对位置不合理】.求解答！,技师说：发动机型号多少|技师说：我帮你查询下|车主说：[图片]|技师说：稍等一下|车主说：老哥|技师说：查询下没有473型号，有474，发动机是链条的么？是不是双凸轮的|车主说：[图片]|技师说：稍等下，我再查询下|技师说：[图片]|技师说：你看下这个正时图|技师说：应该是这个图|车主说：一会我拆开看看|车主说：再给你发图,正时图已上传
Q1113,标致,标致307,08年东风标志307   2.0排量报P1160进气支管流量不一致【间歇式】出现该问题时发动机抖动，踩油门没反应有时候还会熄火。熄火重新启动又正常，但故障灯不会灭，电脑清除后行驶一段路又会出现。已换过气门室盖，进气压力传感气，检查进气支管无漏气现象。,技师说：空气流量计及节气门插头，线路是否异常呢和正常车辆调换测试。|车主说：线路正常  没有和正常的车调换过，买了个新的进气压力传感器装上故障还是没变化|技师说：先清洗节气门试试，不行需要调换空气流量计和节气门测试|车主说：节气门已清洗匹配   没有思路去检测么？最大的问题是找不到一样的车，没办法调换，买新的都要订货|技师说：如果出现故障频率高，可以直接拔掉空气流量计测试，看是否故障消除|车主说：拔掉就熄火了|技师说：不是拔流量计哦，拔掉流量计插头就熄火？|车主说：他这是4根线的进气压力传感器！|技师说：哦哦|技师说：清掉故障码，重新试车读取故障码看看有没有变化,根据故障现象和已经处理的部件，故障依旧而分析，建议随车读取车辆空气流量和节气门数据流或波形，确认出现故障前是否有异常，更换异常的部件。
Q1114,比亚迪,比亚迪F0,比亚迪fo开一段时间自动熄火，断开一下电瓶就正常是什么关系,技师说：你好，熄火了能不能启动，做了什么检查没有？看过节气门，怠速马达没有，还有检查火花塞，汽油压力|车主说：熄火后，就打不起了火，只有断开电瓶地线在接起后就。一打火就正常发起来了|技师说：看一下起动机,检查节气门，汽油压力，还有起动机，点火线圈，火花塞，同时读取发动机有没有故障
